"nome";"data";"ppt";"t_max";"t_med";"t_min";"ur_med";"pa_med";"rad";"pto_med";"v_dir";"v_max";"v_med"
"A726";2007-08-01;0;27,1;18,03;10,1;68,42;953,91;16,67;;;6,4;1,94
"A726";2007-08-02;0;27,7;18,97;11,6;68,17;955,08;16,7;;;6,5;1,86
"A726";2007-08-03;0;27,4;18,93;11,1;67,12;955,34;17,3;;;5,5;1,4
"A726";2007-08-04;0;27,9;19,09;11;66,75;954,53;17,26;;;7,2;2,02
"A726";2007-08-05;0;24,3;17,97;12,3;73,75;954,95;16,55;;;8,9;3,08
"A726";2007-08-06;0;;;;;;14,29;;;9,8;2,2
"A726";2007-08-07;0;29,9;21,24;12,7;59,67;952,2;18,03;;;11,3;2,99
"A726";2007-08-08;0;29,1;20,41;13,2;61,62;953,62;17,3;;;8,7;2,47
"A726";2007-08-09;0;28,8;19,91;10,9;64,88;955,16;17,09;;;11,3;1,96
"A726";2007-08-10;0;28,6;20,11;12,1;60,88;954,92;18,14;;;13;2,65
"A726";2007-08-11;0;26,7;19,62;13,1;62;956,19;11,06;;;9,3;2,38
"A726";2007-08-12;0;26;18,17;11,9;70,5;957,87;18,22;;;18;3,05
"A726";2007-08-13;0;28;19,11;10,6;67,33;956,35;18,67;;;11;2,42
"A726";2007-08-14;0;27,5;19,13;11,6;64,46;955,76;18,37;;;13,2;2,79
"A726";2007-08-15;0;27,9;19,23;11,1;60,42;956,16;19,25;;;10,8;2,6
"A726";2007-08-16;0;27,3;19,28;11;59,79;956,38;19,48;;;9,1;2,09
"A726";2007-08-17;0;27,4;18,78;11,5;61,38;955,42;18,49;;;7,8;1,64
"A726";2007-08-18;0;28,1;18,4;10,3;67,54;953,97;18,54;;;6,1;1,59
"A726";2007-08-19;0;28,9;20,14;11,9;58,5;954,03;18,93;;;8,4;1,54
"A726";2007-08-20;0;28,3;20,3;10,8;57,42;952,62;18,22;;;8,7;2,42
"A726";2007-08-21;0;25,4;18,61;12,1;69,17;954,88;18,5;;;7,3;2,21
"A726";2007-08-22;0;26,8;16,8;8,9;69,42;955,39;18,86;;;6,4;1,5
"A726";2007-08-23;0;30,2;19,81;10,5;61,12;952,11;19,02;;;7,6;1,68
"A726";2007-08-24;0;30,2;21,33;11,6;52,42;950,29;20,16;;;10,1;2,45
"A726";2007-08-25;0;32;21,4;12,4;52,25;948,45;20,04;;;7,6;2,39
"A726";2007-08-26;0;32,5;22,64;12,9;43,96;947,55;16,25;;;13,3;3,25
"A726";2007-08-27;0;28,2;22,18;14,8;55,46;948,89;12,34;;;11,1;2,87
"A726";2007-08-28;0;23,6;18,84;15,4;75,04;952,88;12,43;;;9,2;3
"A726";2007-08-29;0;25,5;17,94;13;73,33;955,66;16,07;;;10,2;2,98
"A726";2007-08-30;0;25,1;18,37;13,9;75,33;957,45;11,71;;;9,9;3,18
"A726";2007-08-31;0;29,8;21,2;13,8;68,33;955,92;18,51;;;12,2;2,1
"A726";2007-09-01;0;30,8;23;15,1;57,88;954,72;18,8;;;8,3;2,04
"A726";2007-09-02;0;32;23,25;15;59,58;954,43;18,54;;;11,8;1,82
"A726";2007-09-03;0;31,9;22,37;14,6;63,08;955,51;17,14;;;14,9;2,71
"A726";2007-09-04;0;30,8;23,53;16,4;54,88;956,57;19,29;;;13,5;3,41
"A726";2007-09-05;0;30;22,67;14,5;57,88;957,35;20,24;;;12,3;2,86
"A726";2007-09-06;0;30,8;22,59;14,4;57,62;957,06;19,59;;;8,6;2,33
"A726";2007-09-07;0;31,2;23,01;13,9;54,5;955,32;19,64;;;7,7;2,17
"A726";2007-09-08;0;31,5;23,43;14,7;49,25;953,85;20,88;;;8,6;2,08
"A726";2007-09-09;0;31,2;22,58;13,2;55;953,18;20,69;;;9,7;1,94
"A726";2007-09-10;0;30,3;21,9;13,2;59,25;953,48;21,41;;;9,7;1,92
"A726";2007-09-11;0;30,1;22,12;13,6;55;953,43;21,59;;;10,1;2,24
"A726";2007-09-12;0;30;22,02;12,3;52,33;953,52;21,52;;;10,4;1,87
"A726";2007-09-13;0;30,4;22,18;13,9;56,96;952,4;16,66;;;10;1,98
"A726";2007-09-14;0;32;22,84;13,6;49,38;951,05;21,1;;;8,8;2,28
"A726";2007-09-15;0;32,4;23,75;14,8;46,62;950,13;20,01;;;9;2,17
"A726";2007-09-16;0;32,7;24,62;17,4;44,79;949,6;17,43;;;9,6;1,59
"A726";2007-09-17;0;28,3;21,4;15,9;65,17;952,85;19,72;;;11,8;4,16
"A726";2007-09-18;0;32,1;22,77;16,5;59,29;951,9;20,6;;;8,1;2,82
"A726";2007-09-19;0;31,8;22,48;14,9;67,08;950,63;14,95;;;8,8;1,73
"A726";2007-09-20;0;35,5;26,18;17,5;54,42;949,48;19,63;;;9,7;2,05
"A726";2007-09-21;0;30,5;24,95;19,1;56,21;950,16;16,16;;;11,4;3,19
"A726";2007-09-22;0;34,8;26,6;19,8;48,29;950,77;17,7;;;11;3,2
"A726";2007-09-23;0;36,4;27,07;17,1;50,42;947,34;19,95;;;11,6;2,67
"A726";2007-09-24;0;30,5;25,56;19;51,29;948,5;12,03;;;11,3;2,35
"A726";2007-09-25;0;21,8;17,43;14,2;64;955,65;19,23;;;13,5;5,88
"A726";2007-09-26;0;23,4;17,12;13,7;62,25;956,1;12,04;;;11,7;4,71
"A726";2007-09-27;0;31,6;21,35;13,1;62,33;954,41;20,84;;;8,7;2,17
"A726";2007-09-28;2;28,3;21,39;17;74,33;953,52;7,42;;;11,2;1,65
"A726";2007-09-29;0;28,9;21,49;16,7;72,25;955,64;23,39;;;11,2;3,87
"A726";2007-09-30;0;26,4;19,28;14,3;68,62;956,15;21,46;;;12;4,11
"A726";2007-10-01;0;29,5;20,55;14,4;64,58;955,3;24,3;;;9,6;3,12
"A726";2007-10-02;0;30,8;21,71;14,3;58;954,85;25,54;;;10,4;2,86
"A726";2007-10-03;0;30,6;21,19;13,1;58,96;953,29;24,79;;;9,9;2,21
"A726";2007-10-04;0;31,3;21,79;13,3;59;951,11;24,72;;;11,4;2,23
"A726";2007-10-05;0;33,1;22,3;13,3;58,08;949,7;21,93;;;6,2;1,28
"A726";2007-10-06;0;34,7;25,27;15,1;50,46;948,67;22,29;;;8,7;1,91
"A726";2007-10-07;0;35,7;26,57;17,8;44,5;948,65;22,8;;;9,9;2,18
"A726";2007-10-08;0,2;33,3;24;17,4;60,08;951,43;23,02;;;12,2;3,46
"A726";2007-10-09;0;;;;;;23,99;;;10,9;2,38
"A726";2007-10-10;0;34,6;25,48;16,3;53,25;949,91;24,5;;;8,9;1,88
"A726";2007-10-11;0;34,1;26,27;18;47,12;947,61;21,46;;;9,5;1,8
"A726";2007-10-12;0;36,6;26,03;16,1;46,12;945,61;23,94;;;10,6;2,22
"A726";2007-10-13;0;31,8;26,32;21,5;51,17;946,05;11,8;;;9,6;2,12
"A726";2007-10-14;0;26,5;22,57;20,2;74;949,62;8,22;;;12,7;3,17
"A726";2007-10-15;3,4;33,9;23,3;18,1;71,62;950,87;18,17;;;9,5;2,56
"A726";2007-10-16;0;34,3;26,34;19,2;61,04;949,12;16,73;;;14;2,09
"A726";2007-10-17;0;33,3;26,07;19,9;63,33;947,32;24,26;;;10,5;2,38
"A726";2007-10-18;0;27,1;22,43;18,5;65,71;948,62;12,4;;;8,6;2,74
"A726";2007-10-19;0,2;26,2;20,48;16,6;77,17;949,42;13,32;;;8,2;1,77
"A726";2007-10-20;0;34,7;24,25;15,7;61,29;948,08;27,67;;;9,8;1,46
"A726";2007-10-21;8,4;37,7;26,69;18,7;48,17;947,19;22,16;;;16,4;3,25
"A726";2007-10-22;0;30,5;23,13;18,2;67,12;950,31;26,35;;;13,2;3,72
"A726";2007-10-23;0;27,7;22,2;19,5;68,88;953,39;12,34;;;12,8;4,52
"A726";2007-10-24;49,6;19,7;17,89;16,8;89,88;954,46;3,82;;;11;3,99
"A726";2007-10-25;15,4;21,2;18,91;17,4;93,12;951,26;6,56;;;8,8;2,55
"A726";2007-10-26;0;30,1;22,91;17,9;76,38;949,1;19,19;;;8,3;2,12
"A726";2007-10-27;0;33,8;26,17;19,1;63,21;947,31;28,02;;;10,5;2,52
"A726";2007-10-28;0;35;26,7;20,4;63,33;946,44;21,84;;;10,9;2,5
"A726";2007-10-29;0;36,7;28,53;20,7;58,12;946,1;26,84;;;6,6;1,56
"A726";2007-10-30;16,4;32,1;25,29;18,8;70,46;947,12;23,55;;;18,5;3,57
"A726";2007-10-31;0;35,2;26,87;19,9;61,88;944,71;26,32;;;9,3;2,39
"A726";2007-11-01;0;34,1;26,77;20,8;63,92;942,55;21,33;;;20,3;3,17
"A726";2007-11-02;0,4;31,9;24,54;20;71,42;944,83;15,5;;;16,7;2,47
"A726";2007-11-03;11,4;29,7;23,3;20,4;83,71;944,95;15,02;;;11,5;2,32
"A726";2007-11-04;48,6;22,5;20,18;17,6;92,67;946,89;2,97;;;7,9;1,51
"A726";2007-11-05;0;26,1;19,87;15,2;76,71;949,52;28,62;;;9,9;3,75
"A726";2007-11-06;6,4;22;19,58;18,1;89,42;950,68;4,82;;;8,1;1,54
"A726";2007-11-07;1,4;29,5;22,36;16,9;78,33;950,23;19,69;;;8,9;1,28
"A726";2007-11-08;0;30,1;22,02;18,2;77,62;948,08;17,56;;;11,7;2,22
"A726";2007-11-09;0;28,1;22,48;18,3;77,33;945,09;14,15;;;10,6;2,33
"A726";2007-11-10;25,8;25,9;22,51;19,8;78,58;942,42;7,93;;;13,7;2,97
"A726";2007-11-11;24,2;25;21,73;19;84,67;944,98;9,82;;;11,6;2,1
"A726";2007-11-12;0;24,5;21,52;19,2;79,17;949,25;13,64;;;11,5;3,67
"A726";2007-11-13;0;28,7;21,9;17,8;71,62;949,7;18,62;;;9;3,27
"A726";2007-11-14;0;30,4;24,36;20,7;68,92;947,98;19,41;;;10,4;2,48
"A726";2007-11-15;7;26;20,05;17,8;87,88;950,3;6,91;;;12,1;2,62
"A726";2007-11-16;;;;;;;;;;;
"A726";2007-11-17;;;;;;;;;;;
"A726";2007-11-18;;;;;;;;;;;
"A726";2007-11-19;;;;;;;;;;;
"A726";2007-11-20;0;30,2;23,61;18,5;72,21;947,42;23,33;;;12,6;2,59
"A726";2007-11-21;0;29,2;22,25;16;63,38;951,88;30,25;;;11,7;4,61
"A726";2007-11-22;0;28;20,68;15;56,96;951,86;30,66;;;13,5;4,35
"A726";2007-11-23;0;30,2;20,68;12,1;63,83;948,91;28,54;;;11,2;2,2
"A726";2007-11-24;0;32,2;23,58;16;63,42;945,75;24,61;;;10,7;2,33
"A726";2007-11-25;2,6;26,7;22,34;19,7;78,33;945,82;9,49;;;9,3;1,55
"A726";2007-11-26;0;29,7;24,12;20,6;74,96;945,85;19,16;;;10,9;1,68
"A726";2007-11-27;0;29,7;23,65;18,9;68,04;945,48;27,28;;;12,3;4,05
"A726";2007-11-28;0;30;21,97;15,3;59,54;946,74;32,01;;;11,6;3,6
"A726";2007-11-29;0;29,1;20,91;12,8;54,75;947,44;32,14;;;12,2;3,72
"A726";2007-11-30;0;30,7;21,43;13,2;60,17;948,17;31,18;;;10,8;2,42
"A726";2007-12-01;0;31,4;22,62;14;58,83;948,67;31,27;;;10,3;2,77
"A726";2007-12-02;0;33,3;24,62;15,9;49,29;949,14;32,38;;;9,9;2,23
"A726";2007-12-03;0;34,9;26,15;16;41,17;947,52;30,35;;;9,5;2,1
"A726";2007-12-04;0;33,9;25,52;18,9;65,5;946,3;26,7;;;16,8;2,63
"A726";2007-12-05;32,2;26,5;22,14;19,6;89,29;947,89;8,19;;;14,6;1,88
"A726";2007-12-06;8,2;31,2;24,52;20,8;80,83;945,56;18,8;;;14,1;3,69
"A726";2007-12-07;2,2;27,7;23,58;21;84,17;944,88;13,74;;;8,7;2,23
"A726";2007-12-08;1,2;31,4;23,25;19;83,08;945,84;19,71;;;17,3;1,49
"A726";2007-12-09;0,6;31,6;24,39;20,4;81,21;946,75;22;;;9;1,32
"A726";2007-12-10;33;31;24,63;20,9;80,83;947,39;18,83;;;14,6;2,12
"A726";2007-12-11;17,8;29,2;23,74;21,4;82,5;948,34;16,8;;;12;2,57
"A726";2007-12-12;35,4;25,9;21,71;19,2;91,33;948,22;6,2;;;12,1;2,15
"A726";2007-12-13;0;24,6;20,09;17,8;81,58;949,48;15,35;;;11,3;4,44
"A726";2007-12-14;0;24,4;20,7;17,9;80,29;948,2;9,39;;;10,1;3,26
"A726";2007-12-15;0;30,2;22,97;17,1;72,83;946,07;25,94;;;11,1;2,32
"A726";2007-12-16;0;30,8;23,51;17;71,58;945,2;29,91;;;12,2;2,57
"A726";2007-12-17;0;29,9;23,51;17,6;68,21;947,07;26,31;;;12,3;3,99
"A726";2007-12-18;0;30,3;23,16;17;66,25;947,57;23,46;;;10;2,1
"A726";2007-12-19;31,6;26,1;20,65;18,4;89,79;945,15;4,8;;;10,9;1,85
"A726";2007-12-20;0;26,5;21,26;17,9;82,54;944,87;14,61;;;4,8;1,18
"A726";2007-12-21;27,2;28,6;22,16;16,9;75,29;946,4;26,08;;;9,9;2,01
"A726";2007-12-22;0;30,1;23,68;17,8;66,79;947,8;26,01;;;5,9;1,42
"A726";2007-12-23;0;30,5;24,12;19,1;68,5;948,37;24,46;;;5,8;1,62
"A726";2007-12-24;0;30,1;24;17,8;70,21;949,42;18,09;;;6,1;1,47
"A726";2007-12-25;0;29,9;24,37;20,7;70,88;948,87;20,05;;;12,4;1,68
"A726";2007-12-26;0,6;30,1;24,52;19,5;73,83;949,39;21,83;;;6,9;1,63
"A726";2007-12-27;0;33,1;25,95;19,3;64,83;948,44;29,13;;;9;2,02
"A726";2007-12-28;0;33,7;27,14;20,7;56,5;948,54;30,84;;;9,5;1,58
"A726";2007-12-29;0;34,8;27,5;19,8;53,42;947,83;29,78;;;7;1,81
"A726";2007-12-30;0;34,7;28,24;21,4;53,58;946,95;29,82;;;10,5;2,23
"A726";2007-12-31;0;35,2;27,55;20,7;60,08;946,6;30,48;;;11,7;1,9
"A726";2008-01-01;0;33,2;25,86;20,9;70,12;947,48;23,5;;;16,1;2,43
"A726";2008-01-02;91,8;26;22,82;18,8;85,58;948,88;12,07;;;8,7;2,18
"A726";2008-01-03;0;30,5;24,1;19,9;75,17;950,05;14,94;;;13,9;2,04
"A726";2008-01-04;0,6;31,3;23,6;18,6;76,88;950,4;21,93;;;8,9;1,65
"A726";2008-01-05;22,4;30,3;23,06;18,5;85,79;948,62;18,72;;;9;1,91
"A726";2008-01-06;18,8;28,3;22,6;17,5;84,71;947,5;14,8;;;14,2;1,65
"A726";2008-01-07;0,4;29,8;22,7;17;76,79;947,43;27,83;;;8,7;1,86
"A726";2008-01-08;0;30,8;23,8;17,1;68,88;946,15;30,97;;;8,6;1,87
"A726";2008-01-09;0;31,2;24,56;17,7;68,96;944,97;27,8;;;9,1;1,74
"A726";2008-01-10;0;32,5;25,38;18,7;68;944,52;29,84;;;9,4;2,23
"A726";2008-01-11;0;31,8;25,24;20,4;71,79;945,89;27,14;;;12,1;2,49
"A726";2008-01-12;33,6;30,5;24,08;20,6;81,21;947,25;17,45;;;10,1;2,08
"A726";2008-01-13;26;25,9;22,55;20,7;88,08;948,99;8,53;;;9,4;1,8
"A726";2008-01-14;47;27,2;21,93;19,6;87,75;950,03;14,91;;;8,9;1,6
"A726";2008-01-15;10,8;29,9;22,34;17,6;80;948,88;20,38;;;12,7;1,88
"A726";2008-01-16;38,8;31;22,36;16,9;78,96;947,12;28,6;;;12,8;2,32
"A726";2008-01-17;0,4;29,7;23,07;18,5;78,67;946,93;23,34;;;12,3;2,89
"A726";2008-01-18;6,6;28,3;23,78;21,1;86,38;946,96;11,65;;;15,9;2,05
"A726";2008-01-19;38,2;28,2;22,27;20,2;91,79;946,34;8,83;;;22,6;1,9
"A726";2008-01-20;16,6;27,1;22,05;19,9;89,42;946,71;11,47;;;9,1;1,78
"A726";2008-01-21;0;24;20,34;18,1;86,83;948,46;13,47;;;11,1;3,23
"A726";2008-01-22;0,2;24,3;20,66;18,4;75,33;949,82;11,62;;;11,8;4,8
"A726";2008-01-23;0;26,2;21,19;16,9;74,67;950,49;15,44;;;10,4;3,3
"A726";2008-01-24;0;28,1;22,51;18,1;72;951,23;16,58;;;10,5;3,28
"A726";2008-01-25;0;26,6;21,82;18,8;78,21;950,27;14,37;;;10,9;3,19
"A726";2008-01-26;6,4;23,8;21;18,7;76,96;949,68;10,62;;;11,7;3,81
"A726";2008-01-27;0;26,3;21,81;18,1;70,46;949,46;14,17;;;13,3;4,44
"A726";2008-01-28;45,8;24,9;20,67;18;81,29;949,42;12,68;;;11,3;3,43
"A726";2008-01-29;28,6;21,6;19,29;18,5;95,08;946,83;5,21;;;11;2,92
"A726";2008-01-30;0,8;26,6;20,79;17,6;88,17;942,62;15,42;;;7,4;1,63
"A726";2008-01-31;0;28,2;22,24;17,4;81,75;940,72;20,27;;;8,8;2,03
"A726";2008-02-01;0,2;31;23,77;17,8;77,42;941,87;27,29;;;9,7;1,78
"A726";2008-02-02;0;32,6;25,48;18,9;72,54;943,18;26,92;;;8;1,88
"A726";2008-02-03;0;29,8;25,28;21,6;74,21;945,42;18,99;;;10,5;1,93
"A726";2008-02-04;0;28,2;23,23;19,8;75,92;948,7;22,34;;;9,3;3,13
"A726";2008-02-05;0;28,8;22,17;18;76,5;950,49;20,78;;;10,4;2,1
"A726";2008-02-06;0,6;27,7;22,15;18,9;82,08;950,99;17,45;;;9,5;2,1
"A726";2008-02-07;15;27,9;22,17;19,9;88,83;950,41;15,36;;;10,6;2,14
"A726";2008-02-08;1,6;29,7;22,63;18,7;81,62;950,48;20,84;;;9,6;1,37
"A726";2008-02-09;7,6;30,8;22,89;18,5;84,04;948,24;22,5;;;10,9;1,26
"A726";2008-02-10;20,2;31,6;23,49;18,5;83,88;947,38;22,29;;;21,5;2,06
"A726";2008-02-11;0,4;31,5;23,77;19,6;82,38;948,27;24,34;;;14,2;1,89
"A726";2008-02-12;0,6;32,3;25,1;20,1;78,33;948,18;23,92;;;9,3;1,68
"A726";2008-02-13;0;31,3;24,79;19,7;73,75;948,88;23,29;;;8;1,97
"A726";2008-02-14;0,6;31,8;24,88;20,5;71,38;949,3;21,46;;;16,4;2,05
"A726";2008-02-15;4;29,8;22,58;19,2;79,62;949,75;14,14;;;10,9;2,17
"A726";2008-02-16;0;32,4;24,07;18,6;75,42;948,12;21,62;;;9,3;1,71
"A726";2008-02-17;6;31,4;23,57;19,4;79,25;949,38;19,24;;;17,4;1,76
"A726";2008-02-18;0,4;31;22,98;18,8;81,46;950,66;22,89;;;10,4;1,56
"A726";2008-02-19;0;29,7;23,14;18,3;77,38;951,2;25,58;;;7,6;1,78
"A726";2008-02-20;1,2;30,5;23,57;18,9;79,29;947,8;21,24;;;10;2,1
"A726";2008-02-21;;;;;;;14,91;;;;
"A726";2008-02-22;2,6;29;23,42;20,3;84,71;948,72;16,77;;;5,1;1,62
"A726";2008-02-23;0,8;27;23,26;20,1;86,71;950,13;13,5;;;7,6;1,97
"A726";2008-02-24;23,6;26,4;22,37;20,6;90,29;949,18;11,72;;;7,4;1,57
"A726";2008-02-25;0;29,7;23,49;18,5;76,25;947,72;22,64;;;11;2,48
"A726";2008-02-26;0;30;23,37;17,7;72,58;947,88;24,06;;;10,9;2,04
"A726";2008-02-27;0;30,3;23,69;18,9;72,58;948,3;19,94;;;9,2;2,49
"A726";2008-02-28;0;29;23,51;18,1;69,96;947,46;23,76;;;10,2;2,78
"A726";2008-02-29;7,4;25,7;21,77;18,7;82,71;945,03;9,82;;;10,4;2,41
"A726";2008-03-01;11,4;29,8;23,88;20,7;81,83;941,63;21,28;;;10,3;2,94
"A726";2008-03-02;7,2;30,8;23,92;18;74;942,86;22,91;;;15,9;2,34
"A726";2008-03-03;0;30,7;24,43;18,4;68,54;945,54;27,78;;;11,6;2,68
"A726";2008-03-04;0;30,8;24,5;18,1;64,42;946,79;26,87;;;10,9;2,27
"A726";2008-03-05;0;31,1;24,58;17,9;62,83;946,54;27,58;;;9,1;1,74
"A726";2008-03-06;0;32;24,35;16,8;64,88;946,39;26,79;;;7,7;1,75
"A726";2008-03-07;0;32,5;24,08;18;73,08;947,7;20,81;;;11,8;1,71
"A726";2008-03-08;42,8;32,4;24,41;19,5;75,33;949,34;22,32;;;15,1;1,82
"A726";2008-03-09;7,6;31;23,96;20,2;79,29;950,21;24,2;;;14,4;2,09
"A726";2008-03-10;0;31,6;24,16;19,5;77,92;949,04;31,97;;;6,7;1,49
"A726";2008-03-11;0,4;28,8;23,65;21,4;84,62;947,77;14,8;;;10,2;1,14
"A726";2008-03-12;7;28,6;22,58;20,7;90,21;947,9;12,23;;;12,2;1,81
"A726";2008-03-13;38,2;24,6;21,9;20;93,12;947,48;8,17;;;11,5;2,05
"A726";2008-03-14;0,4;24,2;20,58;18,2;80,88;948,14;11,47;;;12,2;3,56
"A726";2008-03-15;0;23,5;20,04;17,6;76,79;950,02;13,53;;;11,3;3,84
"A726";2008-03-16;0,2;25,8;20,51;17;80,12;951,48;12,72;;;8,7;2,25
"A726";2008-03-17;8,6;20,3;18,62;17,5;93,92;952,86;4,84;;;10,3;2,36
"A726";2008-03-18;0;29,5;21,69;16,9;76,62;952,13;23,5;;;9,1;1,75
"A726";2008-03-19;0;30,7;23,42;17;75,12;951,32;25,08;;;9,9;1,87
"A726";2008-03-20;0,2;31;23,46;17,4;75,96;951,48;21,16;;;7,7;1,65
"A726";2008-03-21;1,8;30,6;23,11;18,7;78,96;950,42;19,64;;;10,7;1,99
"A726";2008-03-22;5,2;28;22,23;19,6;86,08;949,67;16,19;;;8;1,63
"A726";2008-03-23;16,4;28,3;22,07;17,8;80,33;949,48;19,62;;;13,2;1,79
"A726";2008-03-24;0;29,7;23,42;18,7;78,17;949,86;25,98;;;9,9;1,95
"A726";2008-03-25;0;29,4;23,46;19,4;74,33;951,2;18,84;;;11,8;3,47
"A726";2008-03-26;0;29,6;23,08;18,3;73,5;950,12;20,57;;;9,5;2,95
"A726";2008-03-27;0;29,3;22,83;17,5;75,17;947,67;24,4;;;8,6;1,79
"A726";2008-03-28;0;30,2;22,97;16,8;72,29;947;22,94;;;7,2;1,47
"A726";2008-03-29;0;28,8;23,02;18,5;72,92;948,5;21,65;;;9,9;2,51
"A726";2008-03-30;0;27,1;21,36;17;74,33;950,45;18,34;;;10,3;4,08
"A726";2008-03-31;0;27,4;21,11;16,2;69,79;949,7;21,32;;;12,2;2,9
"A726";2008-04-01;0;29,8;21,75;15,3;72,33;947,78;20,78;;;8,9;1,65
"A726";2008-04-02;8,8;26,5;21,35;17,9;83,67;947,11;9,69;;;13,5;1,55
"A726";2008-04-03;25,6;25,9;21,12;19,7;92,67;946,7;8,48;;;9,7;1,25
"A726";2008-04-04;0,4;26,1;21,17;19,2;86,33;947,26;10,25;;;9,9;2,2
"A726";2008-04-05;0;26,9;21,08;16,3;76,17;948,2;19,23;;;8,5;2,74
"A726";2008-04-06;3,2;27,4;21,3;16,5;82;947,82;15,81;;;8,9;2,34
"A726";2008-04-07;9,8;27;22,11;19,2;86,96;948,04;12,7;;;5,3;1,25
"A726";2008-04-08;3,8;28,4;22,42;19,7;85,04;950,04;13,29;;;8;1,58
"A726";2008-04-09;0;30;23,76;19,6;82,58;950,47;18,32;;;7,3;1,41
"A726";2008-04-10;59,6;30,5;22,28;19,4;88,88;948,46;14,06;;;15,7;1,94
"A726";2008-04-11;0,2;30,8;22,54;17,5;82,25;946,64;21,35;;;5,1;1,31
"A726";2008-04-12;0,6;29,4;22,84;18,5;77,88;946,4;16,01;;;15,9;2,1
"A726";2008-04-13;0;30,9;23,21;17,1;75,21;945,81;20,41;;;7,2;1,75
"A726";2008-04-14;20,8;24,3;21,7;19,7;88,25;946,33;7,36;;;8,9;1,78
"A726";2008-04-15;1,8;22,7;19,93;17;82,38;950,47;9,85;;;8,5;3,79
"A726";2008-04-16;0;28;21,54;17,3;79,25;952,17;17,71;;;7,8;1,71
"A726";2008-04-17;0,2;28,2;22,69;17,9;80,17;953,01;16,84;;;7,4;1,45
"A726";2008-04-18;0;26,5;21,61;17,1;74,04;952,95;20,87;;;10,1;2,73
"A726";2008-04-19;0,2;25,3;20,57;17,1;80,33;951,66;11,25;;;10;2,36
"A726";2008-04-20;4,6;21,3;20,04;18,9;94,54;950,33;3,47;;;4,2;0,65
"A726";2008-04-21;0,2;24,1;20,31;17,7;92,17;950,32;8,41;;;4,1;0,71
"A726";2008-04-22;0,4;28;21;18,1;85,79;949,92;14,77;;;15,4;1,59
"A726";2008-04-23;0,2;26,9;20,55;15,4;78,17;948,51;20,67;;;9,7;2,07
"A726";2008-04-24;0,2;27,5;20,41;13,6;76,62;947,56;19,88;;;7,6;2,01
"A726";2008-04-25;0;27,3;20,64;14,5;70,58;947,25;19,27;;;8,6;1,4
"A726";2008-04-26;0;27,3;20,58;13,5;70,5;947,37;20,13;;;5,2;1,48
"A726";2008-04-27;0;29,2;20,73;13,2;70,58;948,06;19,83;;;4,5;1,66
"A726";2008-04-28;0,2;29,6;21,43;14,2;70,38;947,5;19,82;;;7,6;2,07
"A726";2008-04-29;32,8;30,2;21,41;16,1;78,83;946,84;13,61;;;14,9;2,73
"A726";2008-04-30;3,2;20,8;18,5;15,6;89,42;950,41;4,57;;;10,5;2,6
"A726";2008-05-01;1,2;;;;;;7,57;;;9,7;3,52
"A726";2008-05-02;25,2;19,2;17,78;16,5;95,58;949,4;2,37;;;8;1,25
"A726";2008-05-03;0,8;19;16,49;13,2;82;950,35;17,94;;;12,9;4,55
"A726";2008-05-04;0;21;15,49;11,1;74,38;952,18;18,8;;;7,8;2,28
"A726";2008-05-05;0;21,8;15,7;11,7;79,04;951,53;14,08;;;9,9;2,33
"A726";2008-05-06;0,2;21,9;16,37;11,4;70,58;950,85;19,93;;;7,7;1,87
"A726";2008-05-07;0,2;23,4;14,85;7,2;72,25;951,79;19,33;;;4,8;1,7
"A726";2008-05-08;0;24,1;15,43;7,4;73,21;951,26;16,66;;;5,3;1,48
"A726";2008-05-09;0;23,3;18,04;14,1;74,67;951,21;14,48;;;8;2,41
"A726";2008-05-10;0;23,3;17,22;13,3;77,21;953,68;15,1;;;9,9;2,77
"A726";2008-05-11;0;23,9;16,91;11,1;77,17;954,94;16,05;;;10;2,65
"A726";2008-05-12;0;22,7;17,26;12,6;78,08;955,6;12,92;;;8,8;2,53
"A726";2008-05-13;0;23,5;17,77;14,3;78,12;955,4;11,87;;;9,6;2,57
"A726";2008-05-14;0;23,6;18,68;15,2;78,96;954,36;11,52;;;7,1;1,58
"A726";2008-05-15;0,2;24,9;17,65;12,6;84,29;953,84;14,77;;;5,8;1,22
"A726";2008-05-16;0;25,6;18,41;11,7;77,5;953,62;15,71;;;5,3;1,35
"A726";2008-05-17;0;24,4;18,57;14,1;69,04;954,39;11,2;;;6,2;1,77
"A726";2008-05-18;0,2;28,2;20,06;13,1;76,92;953,58;15,99;;;5,2;1,18
"A726";2008-05-19;0;28,6;20,81;14,2;71,04;952,87;17,17;;;4,6;1,6
"A726";2008-05-20;0,2;28;19,43;12,4;70,71;952,77;16,86;;;6,4;1,77
"A726";2008-05-21;0;;;;;;16,82;;;5,6;1,8
"A726";2008-05-22;0;27,8;19,01;11,7;72,38;952,15;16,29;;;5,9;2,01
"A726";2008-05-23;0,2;27,1;18,2;10,4;75,25;951,54;15,96;;;3,9;1,67
"A726";2008-05-24;0,2;26,2;18,52;11,8;75,79;950,72;15,58;;;10;2,33
"A726";2008-05-25;0;26,5;19,49;12,9;71,62;948,99;14,4;;;6,3;1,84
"A726";2008-05-26;0;27,1;19,48;12,8;72,17;950,3;15;;;4,6;1,47
