data;ppt;t_max;t_med;t_min;ur_med
24/10/2009;0;31,5;23,6;16,1;70,1
25/10/2009;0;30,5;24,8;19,9;70,1
26/10/2009;1,4;27,1;21,8;19,1;83,6
27/10/2009;0;27,5;21,8;18,7;77,3
28/10/2009;0;28;22,6;18,6;70,7
29/10/2009;0;28,5;22,3;17,5;73,5
30/10/2009;0;30,2;23,5;17,7;68,8
31/10/2009;0;32,3;24,7;17,8;63,6
01/11/2009;0;32,8;25,2;18,1;64,5
02/11/2009;0;33,8;26,1;18,3;60,9
03/11/2009;0;34,5;26,7;18,6;60,1
04/11/2009;0;34,1;26,6;17,6;53,8
05/11/2009;0;32,8;26,8;20,2;59,3
06/11/2009;10,6;31,1;24,9;20,6;76,5
07/11/2009;1,2;30,1;24,6;20,7;75,2
08/11/2009;12;27,3;22,6;20,1;84,6
09/11/2009;16,6;27,7;23;20,7;86,5
10/11/2009;3,4;32,4;25,6;19,7;71
11/11/2009;0;31,4;25;20,4;78,5
12/11/2009;0;32,4;25,8;19,9;68,5
13/11/2009;0;33,4;26,3;20,1;65,6
14/11/2009;0;33,3;26,9;20,6;69,8
15/11/2009;0,4;31,5;26;21,7;77
16/11/2009;6,4;31;24,5;20,1;74,9
17/11/2009;0;31,1;24,8;19,6;66,2
18/11/2009;0;33,8;25,8;18,7;66,3
19/11/2009;0;34,7;26,8;21,2;66,8
20/11/2009;0,4;32,8;24,6;19,7;77,1
21/11/2009;8,4;29,4;23,3;20,1;84,4
22/11/2009;8,4;32;24,7;20,3;75,9
23/11/2009;0,2;29,2;24,5;21,9;82
24/11/2009;7;30,6;23,4;20;83,5
25/11/2009;11;33,4;25,3;20,5;75,8
26/11/2009;0,2;33;26,6;21,1;68
27/11/2009;3,2;30,4;23,6;20,7;84,6
28/11/2009;21,8;27,6;22,9;20,2;88
29/11/2009;36;28;22,5;19;90,7
30/11/2009;33,6;30,1;24,8;21;83,3
01/12/2009;1,4;30,7;24,9;21,2;81,9
02/12/2009;0;31,8;26;21,6;74,9
03/12/2009;55,8;29,3;24,3;18,6;83,1
04/12/2009;1;23,1;21,4;19,6;83,5
05/12/2009;0;27,5;22,2;18,2;70
06/12/2009;0;28,6;23,1;17,6;72,5
07/12/2009;4,8;26,2;22,8;21,1;86,3
08/12/2009;37;25,5;22;20,3;92,1
09/12/2009;1,2;27,8;23,2;18,9;79
10/12/2009;0,4;27,8;23,1;18,3;79,3
11/12/2009;0,4;31,3;24,6;20,1;78,8
12/12/2009;17,2;30,7;23,9;20,5;82,4
13/12/2009;17,4;22,1;20,3;18,3;94,1
14/12/2009;0;26,2;20,6;17,4;82,4
15/12/2009;0;30,4;23,5;18,7;80,7
16/12/2009;0,4;31,4;24,5;20,5;77,7
17/12/2009;35;31,3;22,8;18,4;79,5
18/12/2009;12,4;28,3;22,4;18,2;80,4
19/12/2009;0;30,6;24,1;18,8;69,4
20/12/2009;0;32,2;24,5;17,4;69,2
21/12/2009;0;32,6;26,2;19,2;64,1
22/12/2009;0;32,9;26,1;18,7;61,8
23/12/2009;0;33;25,6;19,3;69,3
24/12/2009;1;30,1;24,3;20,3;79
25/12/2009;11;29,7;23,6;20,4;85,8
26/12/2009;44,4;28,9;24,2;21,5;86,6
27/12/2009;29,4;30,8;24,7;21;86,3
28/12/2009;5,2;29,3;24;21,7;87,1
29/12/2009;7,6;27,7;23,5;21,3;90,1
30/12/2009;1,4;28,4;23,6;20,5;85,6
31/12/2009;0,2;31,7;25;20,5;77,2
01/01/2010;0;29,7;24,1;20,3;78,2
02/01/2010;2;30,5;24,1;21;83
03/01/2010;0,2;34,5;26,3;20,6;73,6
04/01/2010;0;33,7;26,8;21,7;69
05/01/2010;0,4;33,4;26,2;21,5;71,8
06/01/2010;5,4;30,8;24,7;20,7;79,7
07/01/2010;4,4;30,8;24;20,7;85
08/01/2010;6;29,1;23,4;21,3;90,1
09/01/2010;0,2;32,1;25,3;20,5;77,5
10/01/2010;0;31,9;24,5;20,3;76,7
11/01/2010;9;30,6;23,6;19,8;80,5
12/01/2010;3,8;31,5;23,7;19,9;81,9
13/01/2010;0;31,2;24,3;20,1;76,9
14/01/2010;0,8;29,2;24,6;21;79,5
15/01/2010;14,4;28;23;19,3;81,6
16/01/2010;3,6;30,9;23,2;19,2;77,6
17/01/2010;5,2;31,1;23,3;20,4;86,2
18/01/2010;0,2;31,5;24,9;21,1;82
19/01/2010;49,8;32,4;23,5;19,4;86,5
20/01/2010;10;31,4;24,3;20,2;82,2
21/01/2010;24,2;29,2;23,1;20,8;89,2
22/01/2010;0,8;24,6;21,8;20;90,1
23/01/2010;10,4;28,2;23,3;20,2;85,2
24/01/2010;24,6;28,8;22;18,8;87,7
25/01/2010;7,4;28,3;22,1;18,7;88,2
26/01/2010;0,6;28,9;22,5;18,8;88,8
27/01/2010;1,6;30,1;23,2;19,4;83,1
28/01/2010;8,8;28,8;23,8;20,8;85,8
29/01/2010;34,8;24,8;21,6;19,8;95
30/01/2010;21,8;23;21,2;20;94,9
31/01/2010;8;31,5;22,9;19,3;86
01/02/2010;0,2;33,1;24,8;18,4;76,3
02/02/2010;0,2;33,9;25,7;19;71
03/02/2010;0;33,8;26,1;20;72
04/02/2010;4,4;34,2;26,1;20,7;75,5
05/02/2010;16,8;33,5;25,9;20,6;75
06/02/2010;1;33,5;26,6;20,8;68,8
07/02/2010;6;32,3;25;19,7;77
08/02/2010;0;32,3;25,6;19,9;72,6
09/02/2010;0;32,2;25,7;19,9;70,4
10/02/2010;7,4;27,8;23,1;20,2;85,9
11/02/2010;9;30,9;23;20,3;87,9
12/02/2010;0;32,9;25,3;20,8;78,7
13/02/2010;0,2;33,1;26,2;20,4;67,8
14/02/2010;0;33,5;26;18,7;68,8
15/02/2010;0;34,4;26,5;20,2;69,2
16/02/2010;2,2;31,9;25,5;20,5;74,5
17/02/2010;16;31,2;23,9;20,1;82,9
18/02/2010;14;23,1;21,8;20,9;93,9
19/02/2010;0;28,2;23,1;20;83,8
20/02/2010;19,6;30,8;23,7;20,2;83,2
21/02/2010;0,4;33,5;24,7;18,7;76,1
22/02/2010;0;33,3;26,1;20,7;74,8
23/02/2010;2,4;33,5;26,9;20,8;72,6
24/02/2010;0,2;33,2;26,3;21,5;75,5
25/02/2010;11,4;27,6;23,7;21,5;83,8
26/02/2010;0;27,4;22,3;18,3;74
27/02/2010;0;29,3;23,4;18,5;71,5
28/02/2010;29,6;26,7;22,1;19,8;86,7
01/03/2010;27,6;23,8;20,4;18,3;86,3
02/03/2010;0,8;23,3;20,5;18,5;83
03/03/2010;0,4;25,6;21,9;18,6;81,2
04/03/2010;0;29,3;23,8;19,5;77,9
05/03/2010;0,2;30,2;24,5;19,6;75,5
06/03/2010;0;25,3;21,6;19,3;83,1
07/03/2010;0;29,2;21,5;15,6;74,6
08/03/2010;0;30,8;23,3;16,5;68,9
09/03/2010;0;31,7;24,1;16,1;64,5
10/03/2010;0;32,6;25,7;19,7;65
11/03/2010;0;32,7;25,3;17,9;62,8
12/03/2010;0;32,8;26,4;19,3;58,9
13/03/2010;0;33,6;26,4;18,9;66,9
14/03/2010;17;31,8;25,1;19,9;76,4
15/03/2010;29,2;29,3;23,2;19,7;85,2
16/03/2010;0;29,6;24,1;20,8;76,1
17/03/2010;0;29,5;23,3;18,5;72,5
18/03/2010;0;30,7;23,6;17,3;70,4
19/03/2010;0;32;24,8;19;74,7
20/03/2010;0;32,6;25,4;19,1;71,9
21/03/2010;1,6;30,7;24,5;20,4;76,7
22/03/2010;2,4;32;24,2;20,1;82,9
23/03/2010;0,2;31,7;23,3;19,1;84,6
24/03/2010;0;32,7;25,6;19,8;73,5
25/03/2010;0;31,1;25;21,2;81,7
26/03/2010;0,4;29,6;23,9;20,6;82,5
27/03/2010;0;31,2;24,1;20,4;81,5
28/03/2010;38,2;29,7;22,8;18,5;90
29/03/2010;3;30,7;23,4;19,1;85
30/03/2010;11,8;29,1;23,4;19,9;85,9
31/03/2010;0;29,5;23,8;19;76,5
01/04/2010;0;29,3;23,6;19,2;77
02/04/2010;13,2;29,3;22,6;19,3;84,8
03/04/2010;28,2;25,8;21,6;20,4;95,3
04/04/2010;6;28,2;23,5;20,8;88,7
05/04/2010;0;25,8;22,3;20;83,8
06/04/2010;9;20,2;17,4;14,9;88
07/04/2010;0;22,8;17,2;13,6;80,3
08/04/2010;0;23,9;17,2;13,5;80,7
09/04/2010;0;24,4;18,3;14,2;75
10/04/2010;0;25,7;18,3;12,1;75
11/04/2010;0;26;19;13;73,9
12/04/2010;0;27,3;20,3;14;71
13/04/2010;0;28,2;20,6;13,7;71,2
14/04/2010;0;28,6;21,4;14,7;72,7
15/04/2010;0;28,7;21,8;15,3;73,2
16/04/2010;0,2;30,8;21,7;14,6;70,5
17/04/2010;0;30,9;22,2;14,5;67,6
18/04/2010;0;30,1;22,6;15,2;63,5
19/04/2010;0;31;22,3;13,8;65
20/04/2010;0;31,5;23,2;15,3;70,7
21/04/2010;0;31,8;23,9;16,9;70,5
22/04/2010;0;32,1;23,9;16,5;71,5
23/04/2010;12,2;30,8;23,6;19,1;77,9
24/04/2010;14,8;28,3;22,3;18,9;85
25/04/2010;0,2;31,4;24,8;19,7;77,3
26/04/2010;0;31,1;24,9;19,2;70,5
27/04/2010;0;29,3;24,5;19,8;71,4
28/04/2010;0;28,3;22,1;17,4;78,6
29/04/2010;0;27,4;21,4;17,6;76,9
30/04/2010;0;26,4;20,2;14,6;73,4
01/05/2010;0,2;25,3;18,9;12,1;69,2
02/05/2010;0;27,7;18,9;10,9;67,8
03/05/2010;0;29,5;20,3;12,4;71,1
04/05/2010;0;29,9;22,1;14,7;72,1
05/05/2010;0;29,5;22,8;17;75,9
06/05/2010;0;29,2;22,3;16,2;78,9
07/05/2010;0,2;31,1;22,6;15,2;72,2
08/05/2010;6,4;24,5;20,6;17,9;89,6
09/05/2010;14,4;22,8;18,5;16,4;86,5
10/05/2010;0;22,6;17,5;13,6;73,5
11/05/2010;0,2;22,5;15,7;10;79,1
12/05/2010;0;20,4;14,6;10;72,7
13/05/2010;0;21,7;14,5;8,6;73
14/05/2010;0;24,1;16,2;9,1;79,6
15/05/2010;0,2;26;17,5;11;76,8
16/05/2010;0;26,3;17,4;10;74,6
17/05/2010;0;24,3;19;14,7;78,5
18/05/2010;0;26,2;19,4;13,5;81,8
19/05/2010;4,8;19,3;17,8;15,1;89,7
20/05/2010;0;20,7;15,3;12,4;78
21/05/2010;0,2;21,6;15,2;9,7;84,1
22/05/2010;0;25,2;18,5;12;77,8
23/05/2010;0;25,8;19;12,6;77,7
24/05/2010;0,2;25,5;18,4;11,1;83,2
25/05/2010;0,2;27,1;21,3;17,3;80,9
26/05/2010;0;27;20,5;15,3;78,9
27/05/2010;0;24,4;19,1;15,9;71,8
28/05/2010;0;24,7;17,8;11,5;75,8
29/05/2010;0;27,8;18,9;11,9;74,8
30/05/2010;0;28,6;20,6;14;69
31/05/2010;0,2;23,2;19,1;15,9;70,6
01/06/2010;0;22,4;16,2;10,6;73,9
02/06/2010;0;22,1;15,8;9,6;78,1
03/06/2010;0;25,7;18;11,7;76,2
04/06/2010;0,2;25,9;18,2;11,5;76,5
05/06/2010;16,6;23,1;19,2;16,2;79,9
06/06/2010;0;21,1;14,2;6,7;69,2
07/06/2010;0,2;23,5;13,3;5;73,4
08/06/2010;0,2;25,1;14,3;5,9;70,9
09/06/2010;0;23,3;15,7;9,7;76
10/06/2010;1;22,6;15,8;11,2;85,8
11/06/2010;0;21,3;16;12,6;77,8
12/06/2010;0;21,1;15,1;11,1;74
13/06/2010;0;22,5;14,2;7,1;73,4
14/06/2010;0,2;23,7;14,5;6,6;74,8
15/06/2010;0;25,2;15,7;7,3;73,2
16/06/2010;0,2;26,5;16,4;8;71,3
17/06/2010;0;28,7;18;8,7;66,9
18/06/2010;0;29,3;18,6;10;66,8
19/06/2010;0;30,4;19,1;9,6;61,2
20/06/2010;0;30,1;20;10,1;57,9
21/06/2010;0;30,1;20,1;12,4;63,2
22/06/2010;0;21,9;17,6;13,5;83
23/06/2010;0,2;24,2;17,9;12,5;74,5
24/06/2010;0;28,4;19,2;12;74,7
25/06/2010;0;28,6;19,9;12,6;72,7
26/06/2010;0;28,1;19,5;12,3;67,1
27/06/2010;0,2;25,5;17,1;8,2;70
28/06/2010;0;25,7;16,4;8,7;69,5
29/06/2010;0;25,2;17,3;10,4;71,4
30/06/2010;0,2;26,6;17;8,6;73,4
01/07/2010;0,2;26,8;17;8,6;68,2
02/07/2010;0;26,1;16,6;7,7;68
03/07/2010;0,2;26;16,2;8,8;72,4
04/07/2010;0;25,7;15,5;8,6;71,6
05/07/2010;0,2;27,3;16,8;7,4;65,3
06/07/2010;0;28,1;17,8;9,1;65,9
07/07/2010;0;27,6;18,2;9,6;65,3
08/07/2010;0;27,6;18;9,8;57,8
09/07/2010;0;28,4;19,4;12,7;55,3
10/07/2010;0;27,1;19,1;12;70,8
11/07/2010;0;28,3;20,2;13,9;69,9
12/07/2010;0;30,7;21,1;13,4;65,6
13/07/2010;24,4;21,4;19;17,5;83,2
14/07/2010;36,6;18,1;15,8;14;97,1
15/07/2010;1;20,6;15,7;13;90,5
16/07/2010;0,8;19,3;16,5;14,5;84,5
17/07/2010;0;24,9;18,7;15,3;74,6
18/07/2010;0;26,9;19,3;12,7;76,3
19/07/2010;0,2;27,4;20,1;13,9;77
20/07/2010;0;28,7;21,6;15,6;68,3
21/07/2010;0;29,5;21,1;14;68
22/07/2010;0;30,3;22,7;16,5;52,8
23/07/2010;0;29,3;21,3;14,5;65,6
24/07/2010;0;27,9;20,7;13,9;71,4
25/07/2010;0;26,5;19,1;12,2;68,4
26/07/2010;0;28,2;18,7;10,7;64,5
27/07/2010;0;25,7;19;13,8;72,8
28/07/2010;0;26,4;17,9;11,9;75,2
29/07/2010;0;28,2;21,5;15,7;62,7
30/07/2010;0;28,2;22,1;16,6;54,6
31/07/2010;0;29,1;20,9;12,5;54,3
01/08/2010;0;30,2;21,6;12,9;55,9
02/08/2010;0;24,9;19,3;16,1;75,6
03/08/2010;0;23,3;17,3;13;77,1
04/08/2010;0;22,1;15,9;12;75,9
05/08/2010;0;24,4;15,6;8,9;74,2
06/08/2010;0;21,3;15;10,4;70,2
07/08/2010;0;25,4;14,6;6,2;69,9
08/08/2010;0;28,4;17,9;8,5;59
09/08/2010;0;27,6;18,4;8,7;61,3
10/08/2010;0;26,5;16,8;9,5;73,8
11/08/2010;0;26,2;17,9;10,4;72,8
12/08/2010;0;29;19,6;11,9;66,5
13/08/2010;0;28,7;22,3;16,5;47
14/08/2010;0;24,1;18,4;12,4;62,9
15/08/2010;0;19,4;13,9;9,3;70,8
16/08/2010;0;21,1;13,2;6,3;63,6
17/08/2010;0;23,4;15;6,9;61,6
18/08/2010;0;24,5;15,4;5,6;63,1
19/08/2010;0;26,7;16,6;7;56,3
20/08/2010;0;27,4;17,4;8;55,7
21/08/2010;0;29,5;18,6;9,4;55,5
22/08/2010;0;30,6;20;8,9;49,9
23/08/2010;0;32;20,5;10,1;48,5
24/08/2010;0;32,6;21,6;11,3;45,3
25/08/2010;0;33,1;21,6;11,6;46,2
26/08/2010;0;32,5;22;12,1;43,7
27/08/2010;0;33;22,3;10,9;44,3
28/08/2010;0;32,7;22,4;12,2;42,5
29/08/2010;0;33,7;22,9;12,1;49,2
30/08/2010;0;30,9;22,2;12,5;51,4
31/08/2010;0;32,5;21,6;13;56,3
01/09/2010;0;31;22,5;14,4;46,5
02/09/2010;0;31,6;22,5;12,5;47,3
03/09/2010;0;33,8;23,1;13,1;44,1
04/09/2010;0;34,5;23,9;14,1;39,8
05/09/2010;0;28,6;22,7;16,1;53,4
06/09/2010;0;26,3;18,7;14,4;67,8
07/09/2010;13,6;18,6;16,3;14,9;90
08/09/2010;0;25;18,6;13,7;75,6
09/09/2010;0;27,1;19;13,3;65,9
10/09/2010;0;29,6;20,4;13,1;61,9
11/09/2010;0;32,1;21,5;12;58,9
12/09/2010;0;33;23;11,8;38,4
13/09/2010;0;33,3;23;12,7;40,6
14/09/2010;0;32,2;24,6;17,5;30,2
15/09/2010;0;28,7;22,6;17;60,2
16/09/2010;0;32,3;21,8;14,8;66,2
17/09/2010;0;33,3;22,9;14,8;65,1
18/09/2010;0;26,6;20,2;14,9;65,3
19/09/2010;0;27,8;19,1;13,7;64,1
20/09/2010;0;31,5;21;14,5;65,5
21/09/2010;36,8;33,3;23;15,9;64,9
22/09/2010;0;33,9;24,8;16,6;60,7
23/09/2010;0;35,4;26,7;19,1;46,5
24/09/2010;2,6;27,3;21,5;18,1;72,8
25/09/2010;0,2;29,6;21,6;16,9;76,3
26/09/2010;30,6;20,5;18;15,9;93,6
27/09/2010;8,6;25;20,1;17,2;88
28/09/2010;8;22,9;20;18,2;89,2
29/09/2010;9;25,6;20,4;18;87,5
30/09/2010;0,4;24;21,1;19,4;90,4
01/10/2010;19,6;25,1;20,4;17,9;91,3
02/10/2010;6,4;23,8;20;18;93,5
03/10/2010;0,6;21;18,3;16,3;81,7
04/10/2010;0;27,2;20;15;74,8
05/10/2010;0;30,2;22,1;16,1;74,4
06/10/2010;0;31,6;22,6;15,2;68,5
07/10/2010;3,4;29;22,1;18,7;78,6
08/10/2010;0,2;25,5;20,6;17,8;66,8
09/10/2010;0;24,6;18,9;14,5;63,3
10/10/2010;0;25,3;17,4;12,5;69,4
11/10/2010;0;24;16,9;11,5;70
12/10/2010;0;24,2;16,6;11;60,6
13/10/2010;0;28,3;18,7;11;59,2
14/10/2010;0;33,2;22;13,1;66,6
15/10/2010;0,4;31,7;23,4;18;71
16/10/2010;26;30;23,4;18,9;77,6
17/10/2010;0;31,1;24,5;20,4;72,1
18/10/2010;4,8;26;20,8;17,9;80,8
19/10/2010;0;26,6;19,5;13,5;66,2
20/10/2010;0;28;19,5;11,6;58,6
21/10/2010;0;31,4;21,4;12,4;60
22/10/2010;0;34,2;23,8;14,2;61
23/10/2010;1,2;25,4;21,5;18,2;82,8
24/10/2010;0;29,1;22,9;18,5;78,7
25/10/2010;0;32;22,9;15,4;68,4
26/10/2010;7;27,3;21,1;17,5;78,3
27/10/2010;0;27,3;20,4;14,3;62,2
28/10/2010;0;30;21,3;13,4;58
29/10/2010;0;34,5;24,2;12,9;48,7
30/10/2010;22,4;26,9;20,8;17,2;73,5
31/10/2010;0;27,3;22,1;17,5;77,7
01/11/2010;0;27,5;23,7;20,5;74,3
02/11/2010;0;28,7;22,3;16,7;59,5
03/11/2010;0;30,1;22,5;14,9;59
04/11/2010;0;32,1;24;16,6;61,7
05/11/2010;4,8;32,7;25;18,7;66,2
06/11/2010;6,2;26,8;21,5;18,8;85,1
07/11/2010;0,2;30,1;22,6;16;68,4
08/11/2010;0;34,1;24,6;16;65,5
09/11/2010;0,6;31,8;25,2;19,5;67
10/11/2010;3,4;29,7;23,3;18,9;73,9
11/11/2010;0;25,4;20,2;16,3;70,8
12/11/2010;0;26,1;20;15,6;73,2
13/11/2010;0,4;23,1;19,2;16,1;75,5
14/11/2010;0;27;20,5;15,9;70,4
15/11/2010;0;29,9;21,7;14,1;64,9
16/11/2010;9,2;23,4;19,8;16,9;86,7
17/11/2010;0;29;21,7;17,1;78,2
18/11/2010;2,6;29,7;22,4;16,6;66,9
19/11/2010;0;32,7;23,6;13,3;49,3
20/11/2010;0;32,5;24,3;16,4;51,5
21/11/2010;0,2;33,6;25,2;19,7;62,1
22/11/2010;1,4;28,7;23,4;19,4;79,7
23/11/2010;0,2;30,3;22,8;19,4;81,2
24/11/2010;0;32,1;24,4;19,2;68,9
25/11/2010;4,8;33,8;24,3;19,9;73
26/11/2010;1,4;29;21,6;18,4;84,2
27/11/2010;0;32;24,3;17,1;63
28/11/2010;0;34,7;26,3;17,6;54,3
29/11/2010;0;33;25,7;18,7;57,8
30/11/2010;0;31,5;24,2;21;75,9
01/12/2010;8;32,5;25,2;20,9;72,7
02/12/2010;7,2;29,2;24;20,6;81,9
03/12/2010;0,8;32,2;24,3;21,4;86,7
04/12/2010;0,6;33,5;26,5;21;73,1
05/12/2010;4,8;33,9;25,1;20,8;79,5
06/12/2010;3,8;29,9;23,8;20,2;79,5
07/12/2010;0;32,5;24,4;18,2;71,7
08/12/2010;0;32,5;26,4;21,5;71,9
09/12/2010;0;31,1;26,3;22,1;64,8
10/12/2010;0;33,5;25;17,5;61,8
11/12/2010;17,6;34,4;24,9;19,5;72,9
12/12/2010;5;33,3;25,4;21,6;78,9
13/12/2010;61,6;31,4;23,1;19,6;87,2
14/12/2010;34,6;21,4;19,8;17,2;95,8
15/12/2010;1,6;24,8;20,5;16,9;85
16/12/2010;17,4;25,8;21,6;19,6;90,3
17/12/2010;5,8;28,4;22,3;20,3;90,6
18/12/2010;0,4;26,5;22,2;19,8;87,1
19/12/2010;4;31,1;24,2;20,5;79,5
20/12/2010;0,2;32;25,3;20;76,7
21/12/2010;0;32,7;25,6;20,6;76
22/12/2010;13,2;30,1;23,7;20,4;83,8
23/12/2010;25,6;28;23;20,2;85,9
24/12/2010;0;29,7;24;19,8;77
25/12/2010;1;29,2;24,1;19,6;81,3
26/12/2010;26,6;27,9;22,9;21,4;93
27/12/2010;0;29,6;24,2;20,8;81,3
28/12/2010;0;29,5;23,5;18,2;73,4
29/12/2010;0;29,3;22,9;16,6;65,2
30/12/2010;0;29,5;22,8;17,5;70,5
31/12/2010;0;30,2;23,1;17,4;69,3
01/01/2011;0;29,1;23,7;19,3;73,6
02/01/2011;26,8;25,7;22,4;19,5;87,3
03/01/2011;109,8;23,5;20,6;19,1;97
04/01/2011;5,8;27,1;22,7;20,7;90,9
05/01/2011;1;30,6;24,2;20,4;82,8
06/01/2011;69,8;29,5;22,8;19,2;89,4
07/01/2011;0,2;28,3;23,1;20,4;88,2
08/01/2011;48,8;29,7;23,3;20,1;88,9
09/01/2011;0,4;29,9;24;20,5;84,4
10/01/2011;0;31,5;24,9;20,9;80,6
11/01/2011;34,4;28,8;23,6;19,9;87,7
12/01/2011;9,6;29,4;24;20,4;86,7
13/01/2011;22,4;27;23;21;92,3
14/01/2011;16;29;23,2;20,1;91,5
15/01/2011;0,2;31,1;24;18,8;79,5
16/01/2011;0,2;31,1;24,8;19,5;77,3
17/01/2011;32,4;27,7;22,3;20;90
18/01/2011;4,6;30;22,9;20,7;89,5
19/01/2011;1;29,1;23,2;20,5;91,5
20/01/2011;;;;;
21/01/2011;;;;;
22/01/2011;0,2;33,2;25,7;20,7;76,2
23/01/2011;0,4;32,8;25,7;20,5;75,9
24/01/2011;2;33;25;19,7;79,4
25/01/2011;0;33,1;25,4;20,7;76,3
26/01/2011;;;;;
27/01/2011;0;33,2;26,2;21,4;74,4
28/01/2011;0;33;26,5;19,6;67,8
29/01/2011;0;33,6;27,2;21;66,5
30/01/2011;3,6;32,7;25,9;20;71,9
31/01/2011;0,8;32,7;26,2;20,4;73,3
01/02/2011;0;28,1;22,8;19,9;82,4
02/02/2011;0;30,1;24,3;21,3;82,3
03/02/2011;;;;;
04/02/2011;3,2;28,8;23,4;20,2;86,7
05/02/2011;0;32,9;25,2;19,9;75,2
06/02/2011;0;34,2;26,6;20;66,5
07/02/2011;0;32,1;25,2;20,7;72,3
08/02/2011;0;33,3;25,5;19,8;71,3
09/02/2011;0;33,7;26,1;20,8;70,9
10/02/2011;0;33;25,5;20,2;72,2
11/02/2011;0,2;31,8;23,9;19,8;80,2
12/02/2011;0,2;33,4;25,4;19,9;70,4
13/02/2011;2;30,8;24,7;20,4;78,2
14/02/2011;11,4;29,6;23,4;20,7;86,4
15/02/2011;2,2;28,7;23,1;21,1;87,8
16/02/2011;20,2;31,1;24;19,7;81,8
17/02/2011;11;30,6;23;19,9;84,4
18/02/2011;7;31,1;22,8;18,5;84
19/02/2011;0;32,1;24,2;19;76,2
20/02/2011;0;32,8;24,9;19,3;75,3
21/02/2011;0;33,8;24,4;19,4;75,3
22/02/2011;0;31,9;25,3;19,9;73
23/02/2011;10,8;31,8;24,1;19,6;80,6
24/02/2011;;;;;
25/02/2011;;;;;
26/02/2011;0;32,2;25,9;20,6;76,4
27/02/2011;;;;;
28/02/2011;;;;;
01/03/2011;;;;;
02/03/2011;;;;;
03/03/2011;19;21,1;19,5;18,1;95,3
04/03/2011;;;;;
05/03/2011;6;22;19,9;19,2;93
06/03/2011;;;;;
07/03/2011;4,4;24,6;20,5;18,2;90,4
08/03/2011;;;;;
09/03/2011;;;;;
10/03/2011;0,2;30,9;23,7;18,9;78,5
11/03/2011;0,4;30,3;24;20,2;81,1
12/03/2011;71;26,4;22,2;20,3;94,4
13/03/2011;1;29,7;24,1;20,3;84
14/03/2011;0;30;23,9;20;83,2
15/03/2011;0;28,4;23,5;20,3;79,2
16/03/2011;0;27,4;22;19,1;78,7
17/03/2011;0;29,8;23,1;18,2;78,2
18/03/2011;15,2;29,4;23,4;20,7;89,9
19/03/2011;2,4;24,8;22,3;20,3;89,5
20/03/2011;;;;;
21/03/2011;;;;;
22/03/2011;1,6;24,7;21,1;19,1;87,9
23/03/2011;0;26,9;21,9;19,1;86,8
24/03/2011;;;;;
25/03/2011;;;;;
26/03/2011;0;31,7;25;19,4;77,5
27/03/2011;6,2;32,4;26,3;20,7;76,5
28/03/2011;0,6;30,6;25,3;21,5;78,9
29/03/2011;0,2;30,3;24,4;21;83,3
30/03/2011;0;26,2;22,1;19,7;87,9
31/03/2011;0;28,6;22;19;81,9
01/04/2011;0;30,3;22,6;17,5;78,6
02/04/2011;0;29;23;18,8;84,8
03/04/2011;;;;;
04/04/2011;17,2;26,5;21,5;19,4;91,8
05/04/2011;0;27,7;21,9;19,5;89,6
06/04/2011;0;28,5;20,9;16,1;78,6
07/04/2011;;;;;
08/04/2011;0;28,6;21,1;15,2;78,1
09/04/2011;0;28,3;20,8;16;75,5
10/04/2011;23,2;27;19,5;14,8;85,1
11/04/2011;0,4;29,2;20,8;15,5;83,1
12/04/2011;8;29,8;21,9;18,1;85,2
13/04/2011;;;;;
14/04/2011;0,4;30,9;21,1;16;85,7
15/04/2011;0;30,7;22,7;18,9;86,6
16/04/2011;0;30;23,8;19,6;80,5
17/04/2011;0;31;24,6;20,1;75,5
18/04/2011;0;31;23,7;19,2;79,8
19/04/2011;0;29,7;23,2;19;80,5
20/04/2011;;;;;
21/04/2011;0;30,1;23,4;17,3;74
22/04/2011;0;30,7;23,7;18,3;72,7
23/04/2011;0;30,9;23,7;17,3;73,1
24/04/2011;0;28;22,8;18,2;79,6
25/04/2011;0;26,2;20,9;18,1;82,7
26/04/2011;0;24,8;20,8;18,3;76,2
27/04/2011;12,8;23,4;18;16,2;81,4
28/04/2011;36,2;20,7;16,4;14;92
29/04/2011;0,2;26,3;19,6;14,9;83,3
30/04/2011;0;28,3;20,5;14,5;76,8
01/05/2011;15;24,7;19,2;17,2;90
02/05/2011;0,4;21,8;18,5;16,9;92,9
03/05/2011;;;;;
04/05/2011;;;;;
05/05/2011;;;;;
06/05/2011;0;28,4;19,8;13,6;76,7
07/05/2011;0;27,1;20,3;15,3;77,4
08/05/2011;0;27,4;20;13,2;77,6
09/05/2011;0;27,1;18,9;14,1;85,7
10/05/2011;0;26,6;20;14,8;80,4
11/05/2011;0,2;27;20,7;14,8;80,3
12/05/2011;0;26,9;20,9;15,8;80,8
13/05/2011;0;25,2;20,4;16,2;77,6
14/05/2011;0;24,2;18,8;13,8;77,4
15/05/2011;7,8;26,4;17,8;12,9;82,9
16/05/2011;2;21,2;16,7;14;82,7
17/05/2011;0;21,1;15,5;11,9;79,1
18/05/2011;;;;;
19/05/2011;;;;;
20/05/2011;0,2;25;16,2;9,7;79,2
21/05/2011;0;24,7;17,6;11;75,9
22/05/2011;0;25,2;17,8;10,2;73,1
