model;make;year;date;price
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-07-01;50183
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-08-01;50867
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-09-01;50632
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-10-01;51292
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-11-01;50342
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2018-12-01;51064
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-01-01;49996
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-02-01;48956
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-03-01;48353
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-04-01;48104
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-05-01;48347
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-06-01;47815
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-07-01;47328
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2017;2019-08-01;46914
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-03-01;46925
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-04-01;46787
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-05-01;46654
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-06-01;46545
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-07-01;46520
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-08-01;46695
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-09-01;46567
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-10-01;47159
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-11-01;46507
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2016-12-01;47146
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-01-01;47754
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-02-01;48323
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-03-01;48299
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-04-01;48927
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-05-01;48695
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-06-01;48475
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-07-01;49147
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-08-01;49145
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-09-01;48778
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-10-01;48627
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-11-01;48625
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2017-12-01;49268
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-01-01;49937
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-02-01;49679
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-03-01;49560
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-04-01;49663
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-05-01;49411
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-06-01;49410
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-07-01;48700
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-08-01;48719
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-09-01;48326
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-10-01;48358
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-11-01;48352
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2018-12-01;48114
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-01-01;47263
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-02-01;46598
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-03-01;46257
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-04-01;46165
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-05-01;46249
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-06-01;45649
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-07-01;45066
HB20 R spec 1.6 Flex 16V Mec.;Hyundai;2016;2019-08-01;44547
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-02-01;57583
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-03-01;57342
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-04-01;57103
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-05-01;57145
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-06-01;57314
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-07-01;58068
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-08-01;58859
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-09-01;58214
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-10-01;58997
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-11-01;57454
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2018-12-01;56993
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-01-01;56049
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-02-01;55588
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-03-01;55326
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-04-01;55354
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-05-01;56617
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-06-01;56199
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-07-01;57467
HB20 R spec Limited 1.6 flex 16V Aut.;Hyundai;2018;2019-08-01;58552
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2014-10-01;39455
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2014-11-01;39455
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2014-12-01;39381
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-01-01;39314
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-02-01;39289
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-03-01;39225
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-04-01;39144
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-05-01;39060
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-06-01;39017
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-07-01;38827
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-08-01;38659
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-09-01;38722
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-10-01;38791
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-11-01;38855
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2015-12-01;38909
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-01-01;39768
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-02-01;39831
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-03-01;39075
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-04-01;39040
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-05-01;38942
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-06-01;39820
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-07-01;39393
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-08-01;39258
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-09-01;39146
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-10-01;39665
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-11-01;39357
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2016-12-01;39599
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-01-01;38687
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-02-01;38920
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-03-01;38775
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-04-01;38057
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-05-01;37352
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-06-01;37238
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-07-01;36418
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-08-01;36897
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-09-01;37387
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-10-01;37192
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-11-01;37693
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2017-12-01;37014
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-01-01;37504
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-02-01;38022
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-03-01;38004
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-04-01;38001
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-05-01;38338
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-06-01;38742
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-07-01;39280
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-08-01;39409
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-09-01;39212
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-10-01;39076
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-11-01;38745
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2018-12-01;39734
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-01-01;38873
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-02-01;38562
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-03-01;38387
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-04-01;38328
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-05-01;38308
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-06-01;38158
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-07-01;37993
HB20 S For You 1.0 Flex 12V 4p;Hyundai;2015;2019-08-01;37661
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-04-01;39912
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-05-01;39912
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-06-01;39785
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-07-01;40356
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-08-01;40399
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-09-01;39552
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-10-01;39356
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-11-01;39171
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2015-12-01;40095
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-01-01;39185
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-02-01;39000
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-03-01;39100
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-04-01;39085
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-05-01;38158
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-06-01;37297
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-07-01;38001
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-08-01;38518
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-09-01;38004
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-10-01;38480
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-11-01;38520
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2016-12-01;38055
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-01-01;37913
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-02-01;38267
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-03-01;38353
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-04-01;37455
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-05-01;37017
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-06-01;36660
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-07-01;36092
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-08-01;36481
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-09-01;36034
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-10-01;36516
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-11-01;35848
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2017-12-01;35553
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-01-01;36049
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-02-01;35395
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-03-01;34974
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-04-01;35447
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-05-01;35909
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-06-01;36110
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-07-01;36604
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-08-01;36737
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-09-01;36322
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-10-01;36196
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-11-01;36725
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2018-12-01;37095
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-01-01;36772
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-02-01;36826
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-03-01;36859
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-04-01;36932
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-05-01;36923
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-06-01;36273
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-07-01;35888
HB20 Spicy 1.0 Flex 12V Mec.;Hyundai;2015;2019-08-01;35764
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-04-01;48684
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-05-01;48684
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-06-01;48551
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-07-01;48540
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-08-01;48855
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-09-01;49010
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-10-01;49065
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-11-01;49130
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2015-12-01;48165
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-01-01;48040
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-02-01;47828
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-03-01;48933
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-04-01;49234
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-05-01;48898
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-06-01;47751
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-07-01;47514
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-08-01;47693
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-09-01;46995
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-10-01;46584
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-11-01;47166
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2016-12-01;46505
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-01-01;46461
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-02-01;46405
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-03-01;45859
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-04-01;46498
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-05-01;47145
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-06-01;46979
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-07-01;45967
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-08-01;46608
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-09-01;47231
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-10-01;46943
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-11-01;46074
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2017-12-01;45204
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-01-01;45279
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-02-01;45896
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-03-01;45859
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-04-01;45015
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-05-01;45296
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-06-01;45893
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-07-01;45707
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-08-01;46327
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-09-01;46941
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-10-01;46778
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-11-01;46319
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2018-12-01;46702
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-01-01;46378
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-02-01;46065
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-03-01;45852
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-04-01;45590
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-05-01;45497
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-06-01;44774
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-07-01;44264
HB20 Spicy 1.6 Flex 16V Aut.;Hyundai;2015;2019-08-01;43929
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-04-01;45715
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-05-01;45715
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-06-01;45643
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-07-01;44775
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-08-01;44625
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-09-01;45910
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-10-01;45984
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-11-01;46030
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2015-12-01;46095
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-01-01;46144
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-02-01;46222
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-03-01;46274
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-04-01;45249
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-05-01;45189
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-06-01;44973
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-07-01;43219
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-08-01;42895
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-09-01;42712
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-10-01;43284
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-11-01;42706
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2016-12-01;42138
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-01-01;41420
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-02-01;41420
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-03-01;41626
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-04-01;40660
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-05-01;39716
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-06-01;39554
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-07-01;38443
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-08-01;38443
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-09-01;38970
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-10-01;39485
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-11-01;40015
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2017-12-01;40552
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-01-01;41100
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-02-01;40353
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-03-01;40183
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-04-01;40718
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-05-01;40925
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-06-01;41471
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-07-01;42031
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-08-01;41433
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-09-01;40604
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-10-01;40463
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-11-01;41063
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2018-12-01;41043
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-01-01;40384
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-02-01;39901
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-03-01;39430
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-04-01;38981
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-05-01;38700
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-06-01;38545
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-07-01;38712
HB20 Spicy 1.6 Flex 16V Mec.;Hyundai;2015;2019-08-01;38680
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-06-01;44647
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-07-01;44378
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-08-01;43976
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-09-01;44008
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-10-01;43482
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-11-01;43554
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2018-12-01;43069
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-01-01;43182
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-02-01;43029
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-03-01;43183
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-04-01;43256
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-05-01;43607
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-06-01;43955
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-07-01;43437
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;0 km;2019-08-01;44466
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-06-01;40852
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-07-01;40650
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-08-01;40415
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-09-01;40112
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-10-01;40110
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-11-01;40015
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2018-12-01;39854
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-01-01;39110
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-02-01;39487
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-03-01;39798
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-04-01;40182
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-05-01;40547
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-06-01;40770
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-07-01;40074
HB20 Unique 1.0 Flex 12V Mec.;Hyundai;2019;2019-08-01;40534
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-01-01;54500
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-02-01;54956
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-03-01;56450
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-04-01;56350
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-05-01;55600
HB20X Premium 1.6 Flex 16V Aut.;Hyundai;0 km;2014-06-01;55600
